6726,15150,2056
6546,14854,836
5434,15512,866
5754,15216,1634
6846,18042,702
5786,11958,902
7532,20258,2170
8718,18070,1308
4148,5320,4038
4158,8338,4764
8834,24552,-5672
5758,8088,7272
6678,16478,2916
5812,17178,3502
6586,14568,1196
5944,10134,1660
6226,8468,984
7732,17930,-24
7190,10810,-1320
7892,10304,8314
6056,18212,-1648
5940,8908,1736
7182,21528,-2968
7514,23584,-776
6232,16426,2850
3358,2408,448
6546,11908,-248
4730,10370,-1680
9336,17672,4628
7812,13452,-5998
3602,1584,794
6388,15268,-812
8472,19422,1008
7694,17244,2358
11302,7242,-4946
9298,11952,-1910
9708,13392,-1756
10668,13222,-1140
9498,13506,-5908
13596,8106,-1390
12776,8722,6474
17854,6310,12896
9712,12068,6666
-13372,-1444,6784
-12980,-3884,9328
-13014,-3870,9244
-13034,-3870,9210
-13032,-3876,9256
-13032,-3888,9214
-13024,-3870,9236
-13014,-3880,9224
