-14470,3122,6068
-14156,3116,7368
-14742,2180,5036
-15056,2226,5168
-15088,2382,5104
-14720,2342,5452
-14750,1860,5230
-14470,2442,5676
-14914,2986,6126
-15116,2342,5014
-15146,2618,6504
-14716,2338,6018
-14758,1690,5234
-15348,836,5598
-15532,2418,5000
-15540,154,5466
-15004,2288,6252
-15156,1962,5154
-15418,2004,5556
-15128,1744,4848
-15756,1396,5568
-14830,2708,5442
-14802,1824,4794
-15598,1518,6366
-15330,1302,4726
-15312,1664,4324
-14956,1272,5952
-15252,1886,6000
-15518,1566,6066
-14802,2312,5424
-15576,2284,6494
-14944,1130,6750
-15180,1896,6556
-14666,1604,5988
-15284,1830,6518
-15028,1330,6830
-14642,1026,4760
-15110,734,6380
-14410,1254,6320
-14392,612,5866
-15482,714,7112
-14514,794,5962
-14622,522,5936
-15108,1944,5668
-15070,552,6318
-15730,612,6036
-14830,516,7140
-14816,484,5668
-14982,-252,5394
-14948,442,5822
-15812,786,6112
-14962,532,5310
-14972,170,5542
-14736,378,5290
-14978,598,5244
-15320,420,6780
-16008,-680,5922
-14916,582,6850
-14758,484,4806
-15306,204,5304
-14774,812,5188
-14982,1426,6566
-15848,692,6524
-15044,378,4158
-15154,-364,5140
-14884,370,4802
-15998,1496,6428
-16188,66,6718
-15914,678,6718
-14178,700,4420
-15596,224,4210
-15896,866,2520
-15690,962,2648
-15820,1240,2546
-15860,944,2652
-15746,1020,2698
-15762,1122,2768
