-13526,-872,7718
-14440,-822,7710
-14270,-992,7742
-14368,-972,7814
-14924,-344,7940
-16556,632,9198
-13876,-1790,7332
-14176,-1448,7300
-14080,-1134,7840
-16026,188,9020
-13852,-1586,7274
-13878,-1860,7348
-15692,-594,8762
-14128,-1906,7838
-15328,-330,8906
-13614,-2130,8190
-13932,-1644,7638
-14024,-1992,7858
-14058,-2100,7562
-13374,-2602,7288
-13934,-1864,7862
-14384,-1524,6894
-13602,-2038,7712
-13638,-2226,8068
-13834,-1932,7610
-14362,-1080,8434
-13846,-1792,8142
-13842,-1814,7842
-14276,-1400,8014
-13782,-1834,8390
-13598,-2046,8076
-12404,-2600,6882
-13914,-1520,8250
-13948,-1482,8704
-14568,-934,8480
-13568,-2162,8358
-13542,-1752,8608
-14340,-1746,8256
-13362,-1878,7510
-14056,-1494,8424
-13640,-2172,7456
-16398,462,9390
-13852,-1982,8314
-13662,-2066,7720
-14542,-858,8004
-12034,-2680,6848
-13386,-1908,8392
-13262,-2086,7582
-15658,-380,9222
-14186,-1562,7740
-14380,-1282,7410
-14466,-1198,7426
-14584,-1164,7484
-14418,-1314,7334
-14498,-1326,7382
